DateTime,Actual_PT08.S1(CO),Predicted_PT08.S1(CO),Actual_PT08.S2(NMHC),Predicted_PT08.S2(NMHC),Actual_PT08.S3(NOx),Predicted_PT08.S3(NOx),Actual_PT08.S4(NO2),Predicted_PT08.S4(NO2),Actual_PT08.S5(O3),Predicted_PT08.S5(O3)
2005-02-05 13:00:00,941.0,886.51,723.0,731.5,922.0,965.09,880.0,927.58,643.0,703.61
2005-02-05 14:00:00,903.0,913.54,696.0,771.66,932.0,908.65,850.0,963.73,629.0,722.95
2005-02-05 15:00:00,891.0,889.91,668.0,751.96,991.0,940.89,819.0,933.05,549.0,699.1
2005-02-05 16:00:00,904.0,894.96,674.0,746.17,968.0,959.67,824.0,931.11,578.0,703.42
2005-02-05 17:00:00,900.0,890.97,659.0,742.95,990.0,960.77,807.0,929.77,582.0,692.21
2005-02-05 18:00:00,926.0,886.49,725.0,725.5,933.0,983.11,847.0,923.7,694.0,686.19
2005-02-05 19:00:00,999.0,897.94,821.0,736.59,846.0,901.22,915.0,941.65,926.0,713.71
2005-02-05 20:00:00,994.0,967.02,774.0,818.92,854.0,886.28,917.0,977.68,915.0,948.13
2005-02-05 21:00:00,1010.0,973.0,801.0,793.68,826.0,885.12,944.0,970.42,986.0,943.79
2005-02-05 22:00:00,938.0,981.28,685.0,800.78,934.0,879.69,870.0,984.12,840.0,990.06
2005-02-05 23:00:00,983.0,986.76,760.0,782.22,869.0,880.59,898.0,1011.49,939.0,961.5
2005-02-06 00:00:00,963.0,991.56,749.0,793.08,900.0,873.46,834.0,991.24,869.0,998.33
2005-02-06 01:00:00,962.0,972.94,756.0,778.26,902.0,906.92,843.0,959.21,908.0,954.55
2005-02-06 02:00:00,980.0,975.96,761.0,788.6,854.0,902.1,876.0,947.17,1051.0,994.84
2005-02-06 03:00:00,914.0,997.09,644.0,798.71,972.0,868.81,832.0,969.8,922.0,1078.32
2005-02-06 04:00:00,898.0,924.36,624.0,698.81,987.0,1001.22,825.0,924.19,871.0,907.06
2005-02-06 05:00:00,854.0,910.4,572.0,685.21,1070.0,1019.44,788.0,923.75,793.0,877.43
2005-02-06 06:00:00,838.0,948.19,531.0,820.42,1146.0,948.01,774.0,1000.72,753.0,947.34
2005-02-06 07:00:00,831.0,940.67,543.0,813.93,1132.0,999.41,787.0,1009.25,737.0,921.09
2005-02-06 08:00:00,833.0,944.13,526.0,819.47,1169.0,998.82,771.0,1012.09,722.0,922.46
2005-02-06 09:00:00,870.0,939.6,582.0,824.09,1091.0,1006.52,791.0,1007.05,737.0,916.8
2005-02-06 10:00:00,984.0,949.34,727.0,822.72,891.0,961.67,908.0,1018.22,913.0,920.52
2005-02-06 11:00:00,1065.0,976.88,844.0,770.4,780.0,899.13,979.0,968.62,1117.0,974.85
2005-02-06 12:00:00,968.0,1024.72,743.0,826.42,886.0,826.69,840.0,1041.11,774.0,1079.0
2005-02-06 13:00:00,911.0,962.56,683.0,792.52,981.0,889.1,790.0,1000.4,558.0,868.13
2005-02-06 14:00:00,868.0,882.98,590.0,748.56,1081.0,969.29,753.0,920.2,420.0,693.83
2005-02-06 15:00:00,868.0,787.19,576.0,561.34,1128.0,1134.01,755.0,839.64,363.0,482.36
2005-02-06 16:00:00,904.0,790.51,633.0,543.46,1040.0,1157.17,789.0,840.79,410.0,473.85
2005-02-06 17:00:00,944.0,804.44,693.0,571.61,928.0,1111.16,832.0,861.52,568.0,494.8
2005-02-06 18:00:00,925.0,902.85,649.0,769.4,1003.0,931.01,819.0,945.99,570.0,724.97
2005-02-06 19:00:00,985.0,867.99,736.0,678.55,891.0,1033.39,875.0,898.41,774.0,634.17
2005-02-06 20:00:00,1002.0,975.72,780.0,793.91,855.0,874.79,892.0,1008.67,857.0,893.9
2005-02-06 21:00:00,938.0,984.98,692.0,803.63,937.0,865.22,805.0,986.95,737.0,951.44
2005-02-06 22:00:00,896.0,963.54,627.0,801.11,1033.0,887.95,782.0,1028.78,610.0,847.66
2005-02-06 23:00:00,907.0,863.16,614.0,681.77,1052.0,1040.82,782.0,899.27,627.0,658.65
2005-02-07 00:00:00,902.0,860.56,613.0,685.16,1049.0,1042.71,777.0,898.78,566.0,691.67
2005-02-07 01:00:00,885.0,852.6,582.0,666.45,1072.0,1054.67,760.0,881.38,517.0,634.56
2005-02-07 02:00:00,863.0,839.16,545.0,657.23,1119.0,1083.71,749.0,878.0,484.0,641.35
2005-02-07 03:00:00,861.0,807.81,518.0,627.18,1141.0,1135.04,738.0,836.6,482.0,593.81
2005-02-07 04:00:00,852.0,818.87,482.0,631.31,1187.0,1116.26,726.0,850.89,496.0,610.28
2005-02-07 05:00:00,879.0,800.81,495.0,610.34,1147.0,1164.62,753.0,827.24,623.0,604.55
2005-02-07 06:00:00,900.0,822.41,525.0,635.46,1090.0,1145.07,780.0,852.21,696.0,673.19
2005-02-07 07:00:00,963.0,938.67,615.0,796.97,980.0,954.0,837.0,1008.65,916.0,861.21
2005-02-07 08:00:00,1183.0,984.42,929.0,765.32,675.0,902.36,1037.0,992.52,1309.0,985.49
2005-02-07 09:00:00,1161.0,1087.23,996.0,916.42,639.0,765.31,1067.0,1065.4,1396.0,1229.85
2005-02-07 10:00:00,1102.0,1130.66,896.0,981.66,720.0,740.88,969.0,1130.56,1226.0,1346.89
2005-02-07 11:00:00,1029.0,1096.27,835.0,863.42,771.0,790.85,897.0,1035.63,1002.0,1228.85
2005-02-07 12:00:00,973.0,982.1,797.0,801.68,845.0,874.28,845.0,989.17,769.0,998.21
2005-02-07 13:00:00,981.0,965.05,820.0,825.8,807.0,868.75,876.0,1005.24,784.0,894.53
2005-02-07 14:00:00,960.0,962.67,784.0,836.84,842.0,882.07,868.0,1005.58,643.0,900.99
2005-02-07 15:00:00,973.0,884.16,761.0,753.53,862.0,889.85,865.0,956.83,682.0,700.22
2005-02-07 16:00:00,968.0,918.32,765.0,778.52,843.0,889.59,863.0,975.09,692.0,764.64
2005-02-07 17:00:00,1022.0,929.11,854.0,789.73,771.0,870.78,941.0,987.43,926.0,780.51
2005-02-07 18:00:00,1067.0,968.82,879.0,822.67,740.0,882.37,989.0,997.14,996.0,923.04
2005-02-07 19:00:00,1101.0,999.31,908.0,829.38,707.0,843.05,1025.0,1043.71,1095.0,990.84
2005-02-07 20:00:00,1081.0,1051.36,885.0,888.28,720.0,781.87,1017.0,1090.68,1058.0,1103.88
2005-02-07 21:00:00,988.0,1042.1,738.0,877.73,843.0,786.19,906.0,1085.48,893.0,1088.05
2005-02-07 22:00:00,932.0,966.43,630.0,760.89,980.0,903.92,842.0,968.16,681.0,933.19
2005-02-07 23:00:00,923.0,903.64,602.0,694.49,1028.0,987.98,831.0,957.32,599.0,719.31
2005-02-08 00:00:00,915.0,865.2,589.0,665.85,1045.0,1042.56,813.0,903.0,550.0,627.47
2005-02-08 01:00:00,879.0,868.16,534.0,677.73,1129.0,1017.76,785.0,909.74,470.0,651.53
2005-02-08 02:00:00,852.0,808.09,479.0,561.35,1275.0,1084.86,761.0,856.42,375.0,502.86
2005-02-08 03:00:00,844.0,798.51,453.0,530.29,1378.0,1162.15,748.0,849.04,337.0,476.19
2005-02-08 04:00:00,878.0,802.64,496.0,535.32,1182.0,1189.24,782.0,853.54,451.0,488.25
2005-02-08 05:00:00,910.0,802.33,524.0,538.61,1102.0,1157.21,802.0,853.67,600.0,483.33
2005-02-08 06:00:00,918.0,854.57,551.0,646.66,1062.0,1087.54,817.0,888.42,712.0,652.71
2005-02-08 07:00:00,991.0,894.02,653.0,682.04,944.0,1015.13,885.0,935.58,931.0,757.45
2005-02-08 08:00:00,1223.0,987.47,979.0,766.14,658.0,894.74,1120.0,971.59,1332.0,1004.38
2005-02-08 09:00:00,1277.0,1181.0,1153.0,989.79,543.0,681.76,1268.0,1199.5,1520.0,1336.24
2005-02-08 10:00:00,1114.0,1345.22,922.0,1182.94,689.0,560.22,1022.0,1407.77,1223.0,1497.66
2005-02-08 11:00:00,1088.0,1073.4,853.0,934.89,729.0,764.12,996.0,1077.65,1122.0,1189.04
2005-02-08 12:00:00,1064.0,1038.39,881.0,844.14,727.0,807.92,979.0,1060.79,1099.0,1097.79
2005-02-08 13:00:00,1047.0,1020.35,854.0,847.07,753.0,822.32,959.0,1049.84,904.0,1072.96
2005-02-08 14:00:00,1075.0,968.01,920.0,834.46,726.0,869.31,992.0,1012.02,1022.0,897.86
2005-02-08 15:00:00,973.0,1006.6,777.0,889.53,858.0,805.42,844.0,1058.6,719.0,1033.28
2005-02-08 16:00:00,942.0,945.3,733.0,807.98,912.0,873.97,800.0,992.47,609.0,816.57
2005-02-08 17:00:00,1099.8331664998332,899.84,939.15337559782,786.32,835.4936047158269,924.31,1456.2645979312647,948.66,1022.9061283505728,733.76
2005-02-08 18:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-08 19:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-08 20:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-08 21:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-08 22:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-08 23:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 00:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 01:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 02:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 03:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 04:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 05:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 06:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 07:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 08:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 09:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 10:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 11:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 12:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 13:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 14:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 15:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 16:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 17:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 18:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 19:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 20:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 21:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 22:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-09 23:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 00:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 01:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 02:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 03:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 04:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 05:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 06:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 07:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 08:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 09:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 10:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 11:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 12:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 13:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 14:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 15:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 16:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 17:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 18:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 19:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 20:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 21:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 22:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-10 23:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 00:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 01:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 02:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 03:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 04:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 05:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 06:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 07:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 08:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 09:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 10:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 11:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 12:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 13:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 14:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 15:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 16:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 17:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 18:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 19:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 20:00:00,1099.8331664998332,1103.1815482183395,939.15337559782,940.0785633697811,835.4936047158269,834.5360905791515,1456.2645979312647,1456.0478167556257,1022.9061283505728,1028.8374962044154
2005-02-11 21:00:00,1521.0,1103.1815482183395,1203.0,940.0785633697811,476.0,834.5360905791515,1400.0,1456.0478167556257,983.0,1028.8374962044154
2005-02-11 22:00:00,1428.0,1436.01,1085.0,1205.22,526.0,529.01,1268.0,1437.38,2023.0,1600.08
2005-02-11 23:00:00,1463.0,1314.001638304971,1069.0,1063.8660738516294,530.0,622.2739128016906,1279.0,1351.9376276276278,1967.0,1625.814041819598
2005-02-12 00:00:00,1494.0,1418.868321654988,1124.0,1133.5507362918474,504.0,572.1145523301078,1313.0,1414.7585218551885,1931.0,1506.6134289845402
2005-02-12 01:00:00,1462.0,1456.1,1080.0,1172.71,522.0,541.45,1274.0,1435.09,1889.0,1457.04
2005-02-12 02:00:00,1326.0,1473.4183316649983,967.0,1166.1315337559781,578.0,544.1249360471583,1174.0,1439.6826459793126,1699.0,1503.5490612835058
2005-02-12 03:00:00,1185.0,1343.45,807.0,1078.89,685.0,591.26,1051.0,1288.4626459793126,1467.0,1782.01
2005-02-12 04:00:00,1154.0,1164.95,788.0,893.39,709.0,734.71,1065.0,1092.85,1390.0,1367.62
2005-02-12 05:00:00,1175.0,1153.21,839.0,874.36,670.0,751.12,1087.0,1087.75,1371.0,1313.94
2005-02-12 06:00:00,1203.0,1144.92,870.0,869.78,641.0,744.16,1103.0,1087.02,1427.0,1320.47
2005-02-12 07:00:00,1250.0,1173.95,933.0,894.97,620.0,709.21,1144.0,1119.03,1489.0,1387.07
2005-02-12 08:00:00,1321.0,1224.46,1046.0,963.33,562.0,667.89,1263.0,1175.1826459793126,1610.0,1556.25
2005-02-12 09:00:00,1323.0,1328.48,1049.0,1071.13,550.0,601.18,1290.0,1308.92,1619.0,1576.13
2005-02-12 10:00:00,1381.0,1357.6483216549882,1045.0,1096.4807362918475,541.0,585.8945523301078,1307.0,1381.6985218551886,1706.0,1560.2334289845398
2005-02-12 11:00:00,1480.0,1412.35,1186.0,1114.56,498.0,555.32,1382.0,1399.68,1882.0,1731.61
2005-02-12 12:00:00,1485.0,1430.45,1229.0,1226.21,477.0,523.25,1450.0,1485.23,1911.0,1536.24
2005-02-12 13:00:00,1522.0,1428.4683316649982,1229.0,1280.2615337559782,470.0,506.12493604715826,1488.0,1551.5426459793127,1943.0,1574.7390612835059
2005-02-12 14:00:00,1570.0,1380.4283216549877,1224.0,1289.3207362918472,468.0,502.94455233010785,1448.0,1583.3138138138138,2020.0,1472.1834289845401
2005-02-12 15:00:00,1507.0,1293.971638304971,1170.0,1212.306073851629,488.0,559.2939128016905,1392.0,1519.7076276276277,1999.0,1591.924041819598
2005-02-12 16:00:00,1540.0,1360.3849849849846,1202.0,1236.4338038038034,475.0,536.2944244244244,1440.0,1504.7438138138139,2008.0,1497.4915515515522
2005-02-12 17:00:00,1556.0,1304.291648314981,1214.0,1238.9768713157598,472.0,538.7742965187409,1435.0,1516.3591057724393,983.0,1625.6596741185638
2005-02-12 18:00:00,1075.0,1411.26,1378.0,1190.13,416.0,539.08,1637.0,1460.35,983.0,1568.54
2005-02-12 19:00:00,1075.0,1121.84,1419.0,1385.37,404.0,442.66,1659.0,1786.89,983.0,1532.02
2005-02-12 20:00:00,1075.0,1158.97,1474.0,1371.39,389.0,438.74,1712.0,1771.3926459793126,983.0,1550.2
2005-02-12 21:00:00,1075.0,1209.32,1382.0,1328.9,410.0,444.61,1609.0,1771.9652919586254,983.0,1554.14
2005-02-12 22:00:00,1075.0,1167.18,1352.0,1362.17,417.0,450.98,1587.0,1778.92,983.0,1534.54
2005-02-12 23:00:00,1075.0,1203.42,1309.0,1342.16,424.0,474.55,1543.0,1810.5426459793127,983.0,1534.45
2005-02-13 00:00:00,1075.0,1262.2,1239.0,1323.33,443.0,508.43,1488.0,1763.7826459793127,983.0,1497.33
2005-02-13 01:00:00,1075.0,1269.29,1255.0,1261.14,435.0,534.51,1541.0,1722.09,983.0,1471.18
2005-02-13 02:00:00,1574.0,1281.37,1093.0,1304.96,497.0,514.87,1451.0,1765.0,1808.0,1487.75
2005-02-13 03:00:00,1458.0,1440.68,1024.0,1242.67,530.0,544.25,1413.0,1645.6826459793126,1571.0,1535.66
2005-02-13 04:00:00,1515.0,1400.78,1066.0,1138.16,508.0,558.37,1430.0,1455.1226459793127,1548.0,1373.97
2005-02-13 05:00:00,1491.0,1383.1,1031.0,1121.95,515.0,566.11,1387.0,1444.2326459793126,1541.0,1376.02
