PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Start,AQI_CO,AQI_NO2,AQI_O3,AQI_PM10,AQI_PM25,AQI_SO2,Overall_AQI,Overall_AQI_Smoothed
760.0,505.0,818.0,1413.0,452.0,17.3,77.2,1.5104,2004-06-01,12.642045397727273,39.62264150943396,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,70.60005105637453
783.0,529.0,818.0,1435.0,466.0,16.5,82.3,1.5318,2004-06-01,12.35795443181818,16.037735849056602,9.959634965030054,29.43672839506173,60.42846924177396,0.0,60.42846924177396,70.6365615475524
854.0,613.0,1272.0,1515.0,565.0,16.8,81.3,1.5452,2004-06-01,12.35795443181818,22.641509433962263,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,70.67307203873027
985.0,816.0,987.0,1677.0,799.0,17.3,78.6,1.5412,2004-06-01,12.215908948863635,42.45283018867924,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,70.70958252990815
1225.0,1067.0,760.0,1922.0,1102.0,16.9,80.9,1.5472,2004-06-01,12.357954446022728,53.130434782608695,9.959634965030054,29.43672839506173,60.42846924177396,0.0,60.42846924177396,70.08160208164874
1313.0,1283.0,671.0,2180.0,1299.0,17.1,79.8,1.542,2004-06-01,12.357954446022728,61.65217391304348,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,61.65217391304348,69.10515280628641
1199.0,1156.0,758.0,1958.0,1272.0,18.5,70.3,1.4826,2004-06-01,12.215909133522729,60.58695652173913,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.58695652173913,68.08431947295308
1182.0,1051.0,829.0,1870.0,1206.0,19.6,66.7,1.5023,2004-06-01,12.500000113636364,57.391304347826086,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,66.79057815512844
1173.0,1063.0,814.0,1905.0,1218.0,20.4,63.1,1.4969,2004-06-01,12.642045596590908,51.0,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,65.40806872136177
1259.0,1178.0,722.0,2060.0,1367.0,21.6,61.8,1.5775,2004-06-01,12.784091079545451,40.56603773584906,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,63.71758827310236
1263.0,1171.0,759.0,2029.0,1290.0,24.0,49.3,1.4509,2004-06-01,12.784091079545451,50.0,9.959634965030054,29.43672839506173,60.42846924177396,0.0,60.42846924177396,62.11315854948063
1156.0,1100.0,800.0,1884.0,1175.0,25.7,43.8,1.4262,2004-06-01,12.9261365625,47.16981132075472,9.959634965030054,29.43672839506173,60.42846924177396,0.0,60.42846924177396,61.04133752151106
1167.0,1065.0,808.0,1886.0,1139.0,24.6,47.5,1.4487,2004-06-01,12.642045582386364,43.39622641509434,9.959634965030054,29.43672839506173,60.42846924177396,0.0,60.42846924177396,60.41335707325164
1278.0,1213.0,733.0,2041.0,1293.0,24.8,47.4,1.4628,2004-06-01,12.215909289772728,42.45283018867924,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,60.27360126267339
1342.0,1351.0,657.0,2201.0,1419.0,23.7,50.5,1.4636,2004-06-01,11.931818309659093,35.84905660377358,9.959634965030054,29.43672839506173,60.42846924177396,0.0,60.42846924177396,60.26699762600817
1353.0,1292.0,683.0,2178.0,1326.0,23.0,53.8,1.4968,2004-06-01,11.647727329545456,46.22641509433962,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,60.303508117186034
1501.0,1501.0,588.0,1456.2645979312647,1517.0,21.5,65.8,1.6688,2004-06-01,11.789772826704548,70.17391304347827,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,70.17391304347827,60.74607876676826
1355.0,1289.0,678.0,2158.0,1391.0,21.0,66.9,1.6436,2004-06-01,12.073863806818183,62.71739130434783,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,62.71739130434783,60.87796101055338
1230.0,1169.0,737.0,2020.0,1275.0,20.6,68.1,1.6329,2004-06-01,12.35795478693182,50.0,9.959634965030054,29.43672839506173,60.42846924177396,0.0,60.42846924177396,60.91447150173125
1148.0,1048.0,822.0,1883.0,1168.0,20.5,66.9,1.5914,2004-06-01,12.35795478693182,37.735849056603776,9.959634965030054,29.43672839506173,60.42846924177396,0.0,60.42846924177396,60.95098199290912
1171.0,1088.0,822.0,1889.0,1132.0,20.2,65.2,1.5251,2004-06-01,12.500000269886364,45.283018867924525,9.959634965030054,29.43672839506173,60.42846924177396,1.4285714285714286,60.42846924177396,60.987492484087
1021.0,949.0,927.0,1764.0,977.0,19.5,68.0,1.5269,2004-06-02,12.64204575284091,37.735849056603776,9.959634965030054,29.39814814814815,61.30472103004292,1.4285714285714286,61.30472103004292,61.02400297526487
964.0,877.0,958.0,1692.0,942.0,19.9,66.4,1.5203,2004-06-02,12.784091235795456,33.0188679245283,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.060513466442735
887.0,758.0,1094.0,1622.0,804.0,19.1,69.0,1.5043,2004-06-02,12.784091235795456,26.41509433962264,9.959634965030054,29.39814814814815,61.30472103004292,1.4285714285714286,61.30472103004292,61.09702395762061
885.0,773.0,1051.0,1641.0,805.0,18.5,70.7,1.4962,2004-06-02,12.50000025568182,22.641509433962263,9.959634965030054,29.39814814814815,61.30472103004292,1.4285714285714286,61.30472103004292,61.13353444879849
830.0,662.0,1217.0,1556.0,704.0,18.9,67.8,1.4689,2004-06-02,12.215909275568183,20.75471698113208,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.17004493997636
792.0,611.0,1280.0,1529.0,657.0,20.0,63.7,1.4742,2004-06-02,11.931818295454544,23.58490566037736,9.959634965030054,29.39814814814815,61.30472103004292,1.4285714285714286,61.30472103004292,61.20655543115424
813.0,639.0,1267.0,1538.0,655.0,19.8,64.7,1.4769,2004-06-02,11.7897728125,22.641509433962263,9.959634965030054,29.39814814814815,61.30472103004292,1.4285714285714286,61.30472103004292,61.243065922332114
890.0,703.0,1145.0,1601.0,751.0,19.7,65.3,1.4843,2004-06-02,11.647727329545452,16.037735849056602,9.959634965030054,29.39814814814815,61.30472103004292,1.4285714285714286,61.30472103004292,61.27957641350998
984.0,854.0,964.0,1751.0,885.0,20.8,62.0,1.5002,2004-06-02,11.505681846590909,14.150943396226417,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.26509921005162
1043.0,920.0,925.0,1777.0,955.0,22.2,56.6,1.4973,2004-06-02,11.221590880681818,14.150943396226417,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.29500606456429
1054.0,936.0,915.0,1791.0,962.0,24.3,49.0,1.4724,2004-06-02,11.079545397727273,14.150943396226417,9.959634965030054,29.39814814814815,61.30472103004292,2.857142857142857,61.30472103004292,61.33151655574216
1063.0,930.0,925.0,1749.0,957.0,25.0,46.5,1.4492,2004-06-02,10.937499914772726,12.264150943396226,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.36802704692003
978.0,873.0,1003.0,1669.0,788.0,28.9,34.8,1.3603,2004-06-02,10.937499914772726,14.150943396226417,9.959634965030054,29.39814814814815,61.30472103004292,2.857142857142857,61.30472103004292,61.40453753809791
887.0,748.0,1141.0,1560.0,596.0,29.6,33.4,1.3581,2004-06-02,10.937499914772726,11.320754716981131,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.44104802927578
887.0,754.0,1164.0,1523.0,560.0,30.9,30.7,1.3493,2004-06-02,10.795454431818182,10.37735849056604,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.47755852045365
977.0,850.0,1035.0,1645.0,701.0,31.8,31.0,1.4286,2004-06-02,10.653408948863635,11.320754716981131,9.959634965030054,29.39814814814815,61.30472103004292,4.285714285714286,61.30472103004292,61.51406901163153
1043.0,934.0,929.0,1707.0,811.0,31.4,31.2,1.4127,2004-06-02,10.653408948863635,16.9811320754717,9.959634965030054,29.39814814814815,61.30472103004292,2.857142857142857,61.30472103004292,61.55057950280939
1010.0,902.0,966.0,1676.0,724.0,28.9,35.7,1.3985,2004-06-02,10.795454431818182,12.264150943396226,9.959634965030054,29.39814814814815,61.30472103004292,2.857142857142857,61.30472103004292,61.58708999398727
1094.0,996.0,876.0,1807.0,864.0,27.2,42.5,1.5135,2004-06-02,10.937499914772726,16.9811320754717,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.62360048516515
1223.0,1142.0,778.0,1965.0,1084.0,26.2,46.4,1.5573,2004-06-02,11.079545397727276,26.41509433962264,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.25405081793867
1109.0,1042.0,834.0,1888.0,998.0,24.5,51.0,1.5454,2004-06-02,11.079545397727276,23.58490566037736,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.1951895565093
1026.0,927.0,915.0,1781.0,878.0,22.8,56.1,1.5353,2004-06-02,11.079545397727276,35.84905660377358,9.959634965030054,29.39814814814815,61.30472103004292,1.4285714285714286,61.30472103004292,61.23170004768718
1036.0,928.0,914.0,1787.0,909.0,21.9,60.9,1.5799,2004-06-02,11.221590880681818,34.905660377358494,9.959634965030054,29.39814814814815,61.30472103004292,0.0,61.30472103004292,61.26821053886505
963.0,853.0,995.0,1732.0,789.0,21.7,61.0,1.5617,2004-06-02,11.221590880681818,20.75471698113208,9.959634965030054,29.39814814814815,61.30472103004292,1.4285714285714286,61.30472103004292,61.30472103004292
996.0,868.0,957.0,1741.0,857.0,20.8,64.8,1.568,2004-06-03,11.079545397727276,17.92452830188679,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.2828147353362
999.0,853.0,951.0,1756.0,885.0,20.3,70.9,1.6699,2004-06-03,10.79545450284091,10.37735849056604,9.959634965030054,29.089506172839503,60.77896995708154,0.0,60.77896995708154,61.26090844062947
893.0,741.0,1056.0,1664.0,743.0,18.9,79.0,1.704,2004-06-03,10.511363607954546,8.49056603773585,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.23900214592274
730.0,530.0,818.0,1362.0,445.0,18.1,64.6,1.3276,2004-06-03,10.369318125,23.58490566037736,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.21709585121602
753.0,562.0,818.0,1414.0,454.0,18.6,64.5,1.3655,2004-06-03,10.227272642045454,15.09433962264151,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.1951895565093
825.0,663.0,1203.0,1504.0,610.0,17.6,67.4,1.346,2004-06-03,10.085227159090907,21.69811320754717,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.173283261802574
1012.0,982.0,882.0,1796.0,1024.0,17.6,67.6,1.3479,2004-06-03,9.943181676136364,39.62264150943396,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.15137696709585
1221.0,1293.0,688.0,2144.0,1316.0,19.0,61.7,1.3393,2004-06-03,10.369318139204545,66.97826086956522,9.959634965030054,29.089506172839503,60.77896995708154,0.0,66.97826086956522,61.38777446040928
1215.0,1303.0,694.0,2180.0,1358.0,20.0,57.4,1.3268,2004-06-03,11.07954541193182,72.30434782608695,9.959634965030054,29.089506172839503,60.77896995708154,0.0,72.30434782608695,61.84609224357778
1234.0,1318.0,714.0,2108.0,983.0,22.6,45.9,1.2418,2004-06-03,11.647727286931818,57.391304347826086,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.82418594887107
1138.0,1152.0,798.0,1877.0,1947.0,27.3,34.3,1.2284,2004-06-03,12.073863664772729,56.32608695652174,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.80227965416433
987.0,1009.0,914.0,1697.0,1227.0,27.4,31.0,1.1184,2004-06-03,12.35795463068182,53.130434782608695,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.780373359457606
980.0,1019.0,921.0,1720.0,950.0,26.2,33.6,1.1244,2004-06-03,12.642045596590908,71.23913043478261,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,71.23913043478261,62.1943070846551
966.0,1054.0,885.0,1742.0,917.0,26.8,32.4,1.1263,2004-06-03,12.926136562499998,43.39622641509434,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,62.17240078994837
905.0,923.0,1025.0,1582.0,707.0,28.7,27.7,1.071,2004-06-03,12.9261365625,24.52830188679245,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,62.150494495241645
903.0,968.0,992.0,1565.0,740.0,28.7,25.0,0.9684,2004-06-03,12.500000099431816,28.30188679245283,9.959634965030054,29.089506172839503,60.77896995708154,0.0,60.77896995708154,62.12858820053493
914.0,1014.0,988.0,1597.0,775.0,29.1,22.3,0.8811,2004-06-03,11.789772826704544,40.56603773584906,9.959634965030054,29.089506172839503,60.77896995708154,0.0,60.77896995708154,62.10668190582821
1050.0,1199.0,849.0,1781.0,1035.0,29.0,24.5,0.9655,2004-06-03,11.505681846590909,33.0188679245283,9.959634965030054,29.089506172839503,60.77896995708154,0.0,60.77896995708154,62.08477561112147
1043.0,1139.0,876.0,1756.0,1001.0,27.2,28.3,1.0016,2004-06-03,11.221590880681818,35.84905660377358,9.959634965030054,29.089506172839503,60.77896995708154,0.0,60.77896995708154,62.06286931641476
1125.0,1283.0,792.0,1899.0,1101.0,25.3,30.0,0.952,2004-06-03,11.079545397727273,34.905660377358494,9.959634965030054,29.089506172839503,60.77896995708154,0.0,60.77896995708154,62.04096302170803
1058.0,1134.0,855.0,1797.0,1034.0,24.1,34.8,1.0333,2004-06-03,10.795454431818182,27.358490566037737,9.959634965030054,29.089506172839503,60.77896995708154,0.0,60.77896995708154,62.0190567270013
951.0,892.0,1015.0,1611.0,786.0,23.0,43.1,1.1993,2004-06-03,10.653408948863635,31.132075471698112,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.997150432294575
944.0,891.0,1016.0,1593.0,844.0,22.1,43.9,1.1521,2004-06-03,10.653408948863635,19.81132075471698,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.97524413758786
959.0,892.0,996.0,1616.0,866.0,21.0,48.1,1.178,2004-06-03,10.653408948863635,26.41509433962264,9.959634965030054,29.089506172839503,60.77896995708154,1.4285714285714286,60.77896995708154,61.95333784288113
974.0,919.0,976.0,1638.0,909.0,20.6,49.2,1.1754,2004-06-04,10.795454431818182,41.50943396226416,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,61.95698889199892
880.0,799.0,1097.0,1533.0,724.0,21.2,47.6,1.1799,2004-06-04,10.795454431818182,38.67924528301887,9.959634965030054,29.166666666666668,60.86659513590845,0.0,60.86659513590845,61.96063994111671
853.0,740.0,1146.0,1526.0,715.0,21.0,50.1,1.2338,2004-06-04,10.937499914772726,27.358490566037737,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,61.9642909902345
912.0,795.0,1042.0,1564.0,827.0,20.1,53.1,1.2342,2004-06-04,10.795454431818182,27.358490566037737,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,61.96794203935227
863.0,745.0,1098.0,1496.0,786.0,19.0,54.0,1.1745,2004-06-04,10.937499914772728,29.245283018867926,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,61.97159308847007
729.0,520.0,818.0,1318.0,445.0,19.2,51.1,1.124,2004-06-04,10.937499914772728,33.9622641509434,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,61.97524413758786
830.0,674.0,1246.0,1459.0,607.0,19.2,53.1,1.1662,2004-06-04,11.079545397727273,45.283018867924525,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,61.97889518670564
1198.0,1209.0,779.0,2058.0,1213.0,20.6,49.0,1.1748,2004-06-04,11.789772670454546,59.52173913043478,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,60.86659513590845,61.724242447803285
971.0,977.0,921.0,1667.0,910.0,21.8,41.9,1.077,2004-06-04,12.642045426136365,92.54347826086956,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,92.54347826086956,62.56753954925256
885.0,812.0,1100.0,1495.0,675.0,22.8,37.6,1.0315,2004-06-04,13.06818171875,93.6086956521739,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,93.6086956521739,63.93544478654807
862.0,798.0,1148.0,1456.0,582.0,24.8,31.3,0.9646,2004-06-04,13.352272698863636,90.41304347826087,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,90.41304347826087,65.17019784993055
892.0,853.0,1080.0,1509.0,666.0,26.0,29.4,0.976,2004-06-04,13.636363664772729,80.82608695652175,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,80.82608695652175,66.00549439157389
933.0,960.0,994.0,1577.0,726.0,27.0,27.8,0.9731,2004-06-04,13.77840914772727,68.04347826086956,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,68.04347826086956,65.87234221766084
975.0,1017.0,930.0,1668.0,801.0,27.0,29.3,1.0277,2004-06-04,13.77840914772727,47.16981132075472,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,60.86659513590845,65.87599326677862
927.0,905.0,1016.0,1554.0,711.0,27.0,29.6,1.0419,2004-06-04,13.92045463068182,42.45283018867924,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,60.86659513590845,65.87964431589641
993.0,985.0,950.0,1680.0,790.0,25.8,32.6,1.072,2004-06-04,13.494318323863634,38.67924528301887,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,65.8832953650142
1053.0,1093.0,873.0,1749.0,924.0,26.2,32.6,1.0892,2004-06-04,12.784091051136365,47.16981132075472,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,65.886946414132
1116.0,1198.0,811.0,1863.0,1045.0,28.3,27.5,1.0418,2004-06-04,12.500000241477274,62.71739130434783,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,62.71739130434783,65.9677139702681
1097.0,1206.0,813.0,1867.0,1088.0,26.5,29.7,1.0123,2004-06-04,12.357954744318182,73.36956521739131,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,73.36956521739131,66.49232210611432
1116.0,1226.0,792.0,1938.0,1038.0,25.7,31.8,1.0317,2004-06-04,12.500000241477274,87.21739130434783,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,87.21739130434783,67.59392299558375
1057.0,1087.0,871.0,1769.0,981.0,24.4,35.2,1.0632,2004-06-04,12.642045738636364,95.7391304347826,9.959634965030054,29.166666666666668,60.86659513590845,2.857142857142857,95.7391304347826,69.0505963488213
973.0,949.0,987.0,1615.0,820.0,23.5,36.9,1.0518,2004-06-04,12.92613671875,65.91304347826087,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,65.91304347826087,69.26451607887044
1016.0,977.0,951.0,1652.0,948.0,22.4,41.0,1.1006,2004-06-04,12.784091235795456,33.0188679245283,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,69.26816712798824
1120.0,1088.0,849.0,1785.0,1067.0,21.7,44.7,1.1451,2004-06-04,12.64204575284091,29.245283018867926,9.959634965030054,29.166666666666668,60.86659513590845,1.4285714285714286,60.86659513590845,69.27181817710601
1076.0,1080.0,846.0,1787.0,1070.0,21.1,48.1,1.1864,2004-06-05,12.500000269886364,24.52830188679245,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,69.24991188239929
937.0,890.0,970.0,1625.0,877.0,20.7,50.0,1.203,2004-06-05,12.215909303977272,20.75471698113208,9.959634965030054,28.780864197530864,60.34084406294707,0.0,60.34084406294707,69.22800558769256
980.0,948.0,888.0,1702.0,1028.0,19.8,53.1,1.2093,2004-06-05,11.931818338068185,19.81132075471698,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,69.20609929298584
937.0,853.0,962.0,1604.0,969.0,19.8,53.6,1.2214,2004-06-05,11.505681875,16.037735849056602,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,69.18419299827913
852.0,739.0,1095.0,1525.0,837.0,19.6,54.8,1.236,2004-06-05,11.079545411931818,16.9811320754717,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,69.1622867035724
858.0,757.0,1066.0,1542.0,904.0,19.3,57.3,1.265,2004-06-05,10.653408948863635,23.58490566037736,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,69.14038040886568
963.0,894.0,942.0,1702.0,1065.0,19.7,58.4,1.3254,2004-06-05,10.51136346590909,36.79245283018868,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,69.11847411415896
966.0,874.0,969.0,1682.0,999.0,19.8,59.4,1.3554,2004-06-05,10.51136346590909,45.283018867924525,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,69.09656781945222
983.0,901.0,954.0,1691.0,986.0,20.9,54.8,1.3387,2004-06-05,10.653408948863635,47.16981132075472,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,67.75479139453878
990.0,881.0,985.0,1685.0,874.0,22.4,47.9,1.2817,2004-06-05,10.937499914772726,44.33962264150944,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,66.36863091165434
891.0,780.0,1110.0,1543.0,689.0,24.1,41.3,1.2202,2004-06-05,11.079545397727273,41.50943396226416,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,65.11562260268293
883.0,778.0,1130.0,1545.0,608.0,25.9,36.9,1.2133,2004-06-05,11.505681860795455,37.735849056603776,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,64.26207081545066
914.0,900.0,1010.0,1596.0,706.0,30.7,26.0,1.1287,2004-06-05,11.789772826704544,35.84905660377358,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,63.94112772387055
896.0,917.0,1017.0,1577.0,704.0,30.3,25.2,1.0652,2004-06-05,11.93181830965909,29.245283018867926,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,63.91922142916383
841.0,811.0,1135.0,1463.0,609.0,30.1,25.4,1.0641,2004-06-05,12.073863792613636,27.358490566037737,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,63.897315134457095
926.0,868.0,1048.0,1599.0,687.0,27.6,35.1,1.2764,2004-06-05,12.073863792613636,23.58490566037736,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,63.87540883975037
1133.0,984.0,838.0,1897.0,976.0,26.6,47.6,1.6315,2004-06-05,11.931818309659093,27.358490566037737,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,63.853502545043646
1042.0,939.0,917.0,1744.0,860.0,30.4,31.3,1.3331,2004-06-05,11.789772826704544,37.735849056603776,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,63.75447974331862
1124.0,1118.0,793.0,1915.0,1021.0,27.8,35.0,1.282,2004-06-05,11.789772826704544,38.67924528301887,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,63.21161636188344
1157.0,1183.0,738.0,1970.0,1079.0,26.6,37.9,1.2994,2004-06-05,11.505681846590909,40.56603773584906,9.959634965030054,28.780864197530864,60.34084406294707,2.857142857142857,60.34084406294707,62.09176022682507
989.0,906.0,954.0,1681.0,826.0,23.4,44.4,1.2646,2004-06-05,11.363636363636363,45.283018867924525,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,60.6168316279986
841.0,699.0,1123.0,1508.0,558.0,23.0,51.1,1.4175,2004-06-05,11.363636363636363,33.0188679245283,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,60.38465665236052
916.0,791.0,1007.0,1588.0,679.0,22.1,53.5,1.4087,2004-06-05,11.221590880681818,21.69811320754717,9.959634965030054,28.780864197530864,60.34084406294707,1.4285714285714286,60.34084406294707,60.3627503576538
1008.0,900.0,907.0,1681.0,850.0,21.6,53.6,1.3674,2004-06-05,11.079545397727273,22.641509433962263,9.959634965030054,28.780864197530864,60.34084406294707,0.0,60.34084406294707,60.34084406294707
895.0,792.0,975.0,1574.0,733.0,21.9,52.7,1.365,2004-06-06,10.937499914772726,16.9811320754717,9.959634965030054,28.163580246913583,59.7274678111588,0.0,59.7274678111588,60.31528671912256
810.0,702.0,1093.0,1529.0,612.0,21.3,54.9,1.3707,2004-06-06,10.795454431818182,17.92452830188679,9.959634965030054,28.163580246913583,59.7274678111588,0.0,59.7274678111588,60.289729375298045
968.0,840.0,891.0,1727.0,788.0,17.5,79.1,1.5709,2004-06-06,10.653408948863635,16.037735849056602,9.959634965030054,28.163580246913583,59.7274678111588,0.0,59.7274678111588,60.26417203147354
922.0,859.0,871.0,1739.0,728.0,17.6,78.6,1.5722,2004-06-06,10.51136346590909,12.264150943396226,9.959634965030054,28.163580246913583,59.7274678111588,1.4285714285714286,59.7274678111588,60.23861468764903
892.0,773.0,926.0,1660.0,724.0,17.1,81.8,1.5816,2004-06-06,10.369317982954543,11.320754716981131,9.959634965030054,28.163580246913583,59.7274678111588,0.0,59.7274678111588,60.21305734382452
806.0,615.0,1172.0,1525.0,543.0,16.6,80.2,1.5002,2004-06-06,10.2272725,9.433962264150944,9.959634965030054,28.163580246913583,59.7274678111588,0.0,59.7274678111588,60.1875
827.0,659.0,1115.0,1552.0,616.0,16.8,77.4,1.4739,2004-06-06,10.2272725,10.37735849056604,9.959634965030054,28.163580246913583,59.7274678111588,0.0,59.7274678111588,60.16194265617549
881.0,776.0,1037.0,1623.0,677.0,18.3,66.5,1.381,2004-06-06,10.2272725,10.37735849056604,9.959634965030054,28.163580246913583,59.7274678111588,0.0,59.7274678111588,60.13638531235099
877.0,808.0,1011.0,1614.0,723.0,20.4,55.8,1.3196,2004-06-06,10.2272725,12.264150943396226,9.959634965030054,28.163580246913583,59.7274678111588,1.4285714285714286,59.7274678111588,60.11082796852647
784.0,638.0,1314.0,1412.0,529.0,21.6,45.3,1.1533,2004-06-06,10.2272725,15.09433962264151,9.959634965030054,28.163580246913583,59.7274678111588,1.4285714285714286,59.7274678111588,60.08527062470196
806.0,675.0,1270.0,1414.0,528.0,23.1,39.4,1.0983,2004-06-06,10.2272725,12.264150943396226,9.959634965030054,28.163580246913583,59.7274678111588,1.4285714285714286,59.7274678111588,60.059713280877446
775.0,653.0,1349.0,1365.0,491.0,25.4,31.6,1.0058,2004-06-06,10.2272725,15.09433962264151,9.959634965030054,28.163580246913583,59.7274678111588,1.4285714285714286,59.7274678111588,60.03415593705294
773.0,676.0,1331.0,1374.0,489.0,26.6,29.0,0.9928,2004-06-06,10.2272725,13.20754716981132,9.959634965030054,28.163580246913583,59.7274678111588,1.4285714285714286,59.7274678111588,60.00859859322842
734.0,603.0,818.0,1303.0,450.0,25.9,28.8,0.9475,2004-06-06,10.2272725,10.37735849056604,9.959634965030054,28.163580246913583,59.7274678111588,1.4285714285714286,59.7274678111588,59.983041249403904
