PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AQI_CO,AQI_NO2,AQI_O3,AQI_PM10,AQI_PM25,AQI_SO2,Overall_AQI,Mean_Feature,Median_Feature
12.23,11.42,7.78,19.650000000000002,10.84,26.2,46.4,1.5573,9.37500002840909,3.459119496855347,4.979817482515027,9.080136684303351,17.92549624463519,0.0,57.36158798283262,12.384,11.42
11.09,10.42,8.34,18.88,9.98,24.5,51.0,1.5454,9.232954545454543,2.8301886792452833,4.979817482515027,9.080136684303351,17.92549624463519,0.0,57.36158798283262,11.741999999999999,10.42
10.26,9.27,9.15,17.81,8.78,22.8,56.1,1.5353,9.0909090625,3.1446540880503147,4.979817482515027,9.080136684303351,17.92549624463519,0.0,57.36158798283262,11.053999999999998,9.27
10.36,9.28,9.14,17.87,9.09,21.9,60.9,1.5799,8.806818167613637,4.088050314465408,4.979817482515027,9.080136684303351,17.92549624463519,0.0,57.36158798283262,11.148000000000001,9.28
9.63,8.53,9.950000000000001,17.32,7.890000000000001,21.7,61.0,1.5617,8.664772755681819,5.345911949685534,4.979817482515027,9.080136684303351,17.92549624463519,0.0,57.36158798283262,10.664,9.63
9.96,8.68,9.57,17.41,8.57,20.8,64.8,1.568,8.664772755681817,8.49056603773585,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.36158798283262,10.838000000000001,9.57
9.99,8.53,9.51,17.56,8.85,20.3,70.9,1.6699,8.948863650568182,19.130434782608695,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.391304347826086,10.888000000000002,9.51
8.93,7.41,10.56,16.64,7.43,18.9,79.0,1.704,9.37500002840909,21.26086956521739,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,63.78260869565217,10.193999999999999,8.93
7.3,5.3,8.18,13.620000000000001,4.45,18.1,64.6,1.3276,9.659090923295452,17.0,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.36158798283262,7.770000000000001,7.3
7.53,5.62,8.18,14.14,4.54,18.6,64.5,1.3655,9.943181818181818,13.836477987421388,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.36158798283262,8.001999999999999,7.53
8.25,6.63,12.030000000000001,15.040000000000001,6.1000000000000005,17.6,67.4,1.346,10.085227301136362,10.691823899371068,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.36158798283262,9.610000000000001,8.25
10.120000000000001,9.82,8.82,17.96,10.24,17.6,67.6,1.3479,10.227272784090909,12.264150943396226,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.36158798283262,11.392,10.120000000000001
12.21,12.93,6.88,21.44,13.16,19.0,61.7,1.3393,10.227272784090909,11.320754716981133,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.36158798283262,13.324000000000002,12.93
12.15,13.030000000000001,6.94,21.8,13.58,20.0,57.4,1.3268,10.227272784090909,11.949685534591195,4.979817482515027,9.080136684303351,17.92549624463519,0.0,57.36158798283262,13.5,13.030000000000001
12.34,13.18,7.140000000000001,21.080000000000002,9.83,22.6,45.9,1.2418,9.943181889204546,11.949685534591195,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.36158798283262,12.713999999999999,12.34
11.38,11.52,7.98,18.77,19.47,27.3,34.3,1.2284,9.659090923295452,15.094339622641508,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,57.36158798283262,13.824000000000002,11.52
9.870000000000001,10.09,9.14,16.97,12.27,27.4,31.0,1.1184,9.37500002840909,15.094339622641508,4.979817482515027,9.080136684303351,17.92549624463519,0.0,57.36158798283262,11.668000000000001,10.09
9.8,10.19,9.21,17.2,9.5,26.2,33.6,1.1244,9.37500002840909,19.485507246376812,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,58.45652173913044,11.180000000000001,9.8
9.66,10.540000000000001,8.85,17.42,9.17,26.8,32.4,1.1263,9.659090923295452,27.297101449275363,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,81.8913043478261,11.128000000000002,9.66
9.05,9.23,10.25,15.82,7.07,28.7,27.7,1.071,10.085227301136364,26.231884057971016,4.979817482515027,9.080136684303351,17.92549624463519,0.0,78.69565217391305,10.284,9.23
9.03,9.68,9.92,15.65,7.4,28.7,25.0,0.9684,10.511363678977272,31.202898550724637,4.979817482515027,9.080136684303351,17.92549624463519,0.0,93.6086956521739,10.336,9.68
9.14,10.14,9.88,15.97,7.75,29.1,22.3,0.8811,11.079545553977272,29.782608695652176,4.979817482515027,9.080136684303351,17.92549624463519,0.0,89.34782608695653,10.576,9.88
10.5,11.99,8.49,17.81,10.35,29.0,24.5,0.9655,11.931818238636364,31.202898550724637,4.979817482515027,9.080136684303351,17.92549624463519,2.142857142857143,93.6086956521739,11.828000000000001,10.5
10.43,11.39,8.76,17.56,10.01,27.2,28.3,1.0016,12.78409099431818,28.717391304347828,4.979817482515027,9.300595238095239,17.89811337625179,2.142857142857143,86.15217391304348,11.629999999999999,10.43
11.25,12.83,7.92,18.990000000000002,11.01,25.3,30.0,0.952,13.35227286931818,22.32608695652174,4.979817482515027,9.300595238095239,17.89811337625179,0.0,66.97826086956522,12.4,11.25
10.58,11.34,8.55,17.97,10.34,24.1,34.8,1.0333,13.63636383522727,17.0,4.979817482515027,9.300595238095239,17.89811337625179,0.0,57.27396280400573,11.756,10.58
9.51,8.92,10.15,16.11,7.86,23.0,43.1,1.1993,13.63636383522727,11.949685534591195,4.979817482515027,9.300595238095239,17.89811337625179,0.0,57.27396280400573,10.51,9.51
9.44,8.91,10.16,15.93,8.44,22.1,43.9,1.1521,13.35227286931818,10.691823899371068,4.979817482515027,9.300595238095239,17.89811337625179,0.0,57.27396280400573,10.575999999999999,9.44
9.59,8.92,9.96,16.16,8.66,21.0,48.1,1.178,13.06818190340909,12.893081761006291,4.979817482515027,9.300595238095239,17.89811337625179,2.142857142857143,57.27396280400573,10.657999999999998,9.59
9.74,9.19,9.76,16.38,9.09,20.6,49.2,1.1754,12.784090923295455,19.130434782608695,4.979817482515027,9.300595238095239,17.89811337625179,0.0,57.391304347826086,10.831999999999999,9.74
8.8,7.99,10.97,15.33,7.24,21.2,47.6,1.1799,12.642045426136365,23.03623188405797,4.979817482515027,9.300595238095239,17.89811337625179,0.0,69.1086956521739,10.065999999999999,8.8
8.53,7.4,11.46,15.26,7.15,21.0,50.1,1.2338,12.49999994318182,27.297101449275363,4.979817482515027,9.300595238095239,17.89811337625179,0.0,81.8913043478261,9.959999999999999,8.53
9.120000000000001,7.95,10.42,15.64,8.27,20.1,53.1,1.2342,12.357954446022728,24.101449275362317,4.979817482515027,9.300595238095239,17.89811337625179,0.0,72.30434782608695,10.280000000000001,9.120000000000001
8.63,7.45,10.98,14.96,7.86,19.0,54.0,1.1745,12.21590896306818,20.195652173913043,4.979817482515027,9.300595238095239,17.89811337625179,0.0,60.58695652173913,9.976,8.63
7.29,5.2,8.18,13.18,4.45,19.2,51.1,1.124,12.073863480113635,17.355072463768117,4.979817482515027,9.300595238095239,17.89811337625179,2.142857142857143,57.27396280400573,7.660000000000001,7.29
8.3,6.74,12.46,14.59,6.07,19.2,53.1,1.1662,12.073863480113635,18.775362318840582,4.979817482515027,9.300595238095239,17.89811337625179,0.0,57.27396280400573,9.632000000000001,8.3
11.98,12.09,7.79,20.580000000000002,12.13,20.6,49.0,1.1748,12.073863480113635,17.71014492753623,4.979817482515027,9.300595238095239,17.89811337625179,4.285714285714286,57.27396280400573,12.913999999999998,12.09
9.71,9.77,9.21,16.67,9.1,21.8,41.9,1.077,11.93181799715909,17.71014492753623,4.979817482515027,9.300595238095239,17.89811337625179,2.142857142857143,57.27396280400573,10.892,9.71
8.85,8.120000000000001,11.0,14.950000000000001,6.75,22.8,37.6,1.0315,11.363636221590909,15.40880503144654,4.979817482515027,9.300595238095239,17.89811337625179,2.142857142857143,57.27396280400573,9.934000000000001,8.85
8.620000000000001,7.98,11.48,14.56,5.82,24.8,31.3,0.9646,10.653408948863635,18.420289855072465,4.979817482515027,9.300595238095239,17.89811337625179,2.142857142857143,57.27396280400573,9.692,8.620000000000001
8.92,8.53,10.8,15.09,6.66,26.0,29.4,0.976,10.369317982954543,18.065217391304348,4.979817482515027,9.300595238095239,17.89811337625179,2.142857142857143,57.27396280400573,10.0,8.92
9.33,9.6,9.94,15.77,7.26,27.0,27.8,0.9731,10.2272725,21.61594202898551,4.979817482515027,9.300595238095239,17.89811337625179,2.142857142857143,64.84782608695653,10.379999999999999,9.6
9.75,10.17,9.3,16.68,8.01,27.0,29.3,1.0277,10.369317982954549,20.905797101449277,4.979817482515027,9.300595238095239,17.89811337625179,4.285714285714286,62.71739130434783,10.782,9.75
9.27,9.05,10.16,15.540000000000001,7.11,27.0,29.6,1.0419,10.51136346590909,24.81159420289855,4.979817482515027,9.300595238095239,17.89811337625179,10.714285714285715,74.43478260869566,10.226,9.27
9.93,9.85,9.5,16.8,7.9,25.8,32.6,1.072,11.363636221590909,34.108108108108105,4.979817482515027,9.300595238095239,17.89811337625179,0.0,102.32432432432432,10.796,9.85
10.53,10.93,8.73,17.490000000000002,9.24,26.2,32.6,1.0892,12.073863494318182,33.72972972972973,4.979817482515027,9.300595238095239,17.89811337625179,4.285714285714286,101.1891891891892,11.384000000000002,10.53
11.16,11.98,8.11,18.63,10.450000000000001,28.3,27.5,1.0418,13.068181732954544,33.333333333333336,4.979817482515027,9.300595238095239,17.89811337625179,4.285714285714286,100.0,12.065999999999999,11.16
10.97,12.06,8.13,18.67,10.88,26.5,29.7,1.0123,14.06249997159091,29.07246376811594,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,87.21739130434783,12.142000000000001,10.97
11.16,12.26,7.92,19.38,10.38,25.7,31.8,1.0317,14.630681747159093,23.39130434782609,4.979817482515027,9.603725749559086,17.9528791130186,0.0,70.17391304347827,12.22,11.16
10.57,10.870000000000001,8.71,17.69,9.81,24.4,35.2,1.0632,14.914772713068183,16.666666666666668,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,57.44921316165952,11.530000000000001,10.57
9.73,9.49,9.870000000000001,16.15,8.2,23.5,36.9,1.0518,14.914772713068183,12.578616352201259,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,57.44921316165952,10.687999999999999,9.73
10.16,9.77,9.51,16.52,9.48,22.4,41.0,1.1006,14.772727230113636,11.635220125786164,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,57.44921316165952,11.088,9.77
11.200000000000001,10.88,8.49,17.85,10.67,21.7,44.7,1.1451,13.920454474431818,13.20754716981132,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,57.44921316165952,11.818000000000001,10.88
10.76,10.8,8.46,17.87,10.700000000000001,21.1,48.1,1.1864,13.35227268465909,20.195652173913043,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,60.58695652173913,11.718,10.76
9.370000000000001,8.9,9.700000000000001,16.25,8.77,20.7,50.0,1.203,13.06818171875,23.03623188405797,4.979817482515027,9.603725749559086,17.9528791130186,0.0,69.1086956521739,10.598000000000003,9.370000000000001
9.8,9.48,8.88,17.02,10.28,19.8,53.1,1.2093,12.784090752840909,26.58695652173913,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,79.76086956521739,11.092000000000002,9.8
9.370000000000001,8.53,9.620000000000001,16.04,9.69,19.8,53.6,1.2214,12.642045440340908,26.58695652173913,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,79.76086956521739,10.65,9.620000000000001
8.52,7.390000000000001,10.950000000000001,15.25,8.370000000000001,19.6,54.8,1.236,12.64204544034091,27.65217391304348,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,82.95652173913044,10.096,8.52
8.58,7.57,10.66,15.42,9.040000000000001,19.3,57.3,1.265,12.64204544034091,19.130434782608695,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,57.44921316165952,10.254,9.040000000000001
9.63,8.94,9.42,17.02,10.65,19.7,58.4,1.3254,12.642045440340908,17.71014492753623,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,57.44921316165952,11.132000000000001,9.63
9.66,8.74,9.69,16.82,9.99,19.8,59.4,1.3554,12.642045440340908,17.71014492753623,4.979817482515027,9.603725749559086,17.9528791130186,0.0,57.44921316165952,10.98,9.69
9.83,9.01,9.540000000000001,16.91,9.86,20.9,54.8,1.3387,12.499999957386365,16.352201257861633,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,57.44921316165952,11.030000000000001,9.83
9.9,8.81,9.85,16.85,8.74,22.4,47.9,1.2817,11.789772684659091,14.77987421383648,4.979817482515027,9.603725749559086,17.9528791130186,6.428571428571429,57.44921316165952,10.830000000000002,9.85
8.91,7.8,11.1,15.43,6.890000000000001,24.1,41.3,1.2202,11.079545411931818,12.264150943396226,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,57.44921316165952,10.026,8.91
8.83,7.78,11.3,15.450000000000001,6.08,25.9,36.9,1.2133,10.511363536931816,13.522012578616353,4.979817482515027,9.603725749559086,17.9528791130186,0.0,57.44921316165952,9.888,8.83
9.14,9.0,10.1,15.96,7.0600000000000005,30.7,26.0,1.1287,10.227272571022729,16.666666666666668,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,57.44921316165952,10.252,9.14
8.96,9.17,10.17,15.77,7.04,30.3,25.2,1.0652,10.085227088068182,15.723270440251573,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,57.44921316165952,10.222000000000001,9.17
8.41,8.11,11.35,14.63,6.09,30.1,25.4,1.0641,10.227272571022729,21.26086956521739,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,63.78260869565217,9.718,8.41
9.26,8.68,10.48,15.99,6.87,27.6,35.1,1.2764,10.93749984375,35.36936936936937,4.979817482515027,9.603725749559086,17.9528791130186,2.142857142857143,106.10810810810813,10.255999999999998,9.26
11.33,9.84,8.38,18.97,9.76,26.6,47.6,1.6315,12.215908892045457,35.4954954954955,4.979817482515027,9.603725749559086,17.9528791130186,4.285714285714286,106.48648648648648,11.656,9.84
10.42,9.39,9.17,17.44,8.6,30.4,31.3,1.3331,13.778408920454543,34.48648648648648,4.979817482515027,9.603725749559086,17.9528791130186,6.428571428571429,103.45945945945944,11.004000000000001,9.39
11.24,11.18,7.930000000000001,19.150000000000002,10.21,27.8,35.0,1.282,15.19886346590909,33.85585585585586,4.979817482515027,9.741512345679014,17.870730507868384,8.571428571428571,101.56756756756756,11.942,11.18
11.57,11.83,7.38,19.7,10.790000000000001,26.6,37.9,1.2994,16.33522711647727,32.97826086956522,4.979817482515027,9.741512345679014,17.870730507868384,0.0,98.93478260869566,12.254,11.57
9.89,9.06,9.540000000000001,16.81,8.26,23.4,44.4,1.2646,17.18749987215909,26.94202898550725,4.979817482515027,9.741512345679014,17.870730507868384,0.0,80.82608695652175,10.712,9.540000000000001
8.41,6.99,11.23,15.08,5.58,23.0,51.1,1.4175,17.897727144886364,19.840579710144926,4.979817482515027,9.741512345679014,17.870730507868384,6.428571428571429,59.52173913043478,9.458,8.41
9.16,7.91,10.07,15.88,6.79,22.1,53.5,1.4087,18.181818125,16.037735849056602,4.979817482515027,9.741512345679014,17.870730507868384,0.0,57.18633762517883,9.962,9.16
10.08,9.0,9.07,16.81,8.5,21.6,53.6,1.3674,17.755681818181817,14.77987421383648,4.979817482515027,9.741512345679014,17.870730507868384,4.285714285714286,57.18633762517883,10.691999999999998,9.07
8.950000000000001,7.92,9.75,15.74,7.33,21.9,52.7,1.365,16.903409232954544,18.775362318840582,4.979817482515027,9.741512345679014,17.870730507868384,4.285714285714286,57.18633762517883,9.937999999999999,8.950000000000001
8.1,7.0200000000000005,10.93,15.290000000000001,6.12,21.3,54.9,1.3707,16.051136477272728,25.52173913043478,4.979817482515027,9.741512345679014,17.870730507868384,0.0,76.56521739130434,9.492,8.1
9.68,8.4,8.91,17.27,7.88,17.5,79.1,1.5709,15.625000170454545,28.007246376811594,4.979817482515027,9.741512345679014,17.870730507868384,0.0,84.02173913043478,10.428,8.91
9.22,8.59,8.71,17.39,7.28,17.6,78.6,1.5722,15.340909204545454,33.333333333333336,4.979817482515027,9.741512345679014,17.870730507868384,8.571428571428571,100.0,10.238000000000001,8.71
8.92,7.73,9.26,16.6,7.24,17.1,81.8,1.5816,14.772727414772726,24.81159420289855,4.979817482515027,9.741512345679014,17.870730507868384,8.571428571428571,74.43478260869566,9.95,8.92
8.06,6.15,11.72,15.25,5.43,16.6,80.2,1.5002,14.062500142045456,13.522012578616353,4.979817482515027,9.741512345679014,17.870730507868384,8.571428571428571,57.18633762517883,9.322,8.06
8.27,6.59,11.15,15.52,6.16,16.8,77.4,1.4739,13.494318267045454,12.578616352201259,4.979817482515027,9.741512345679014,17.870730507868384,10.714285714285715,57.18633762517883,9.538,8.27
8.81,7.76,10.370000000000001,16.23,6.7700000000000005,18.3,66.5,1.381,13.068181889204546,14.150943396226415,4.979817482515027,9.741512345679014,17.870730507868384,0.0,57.18633762517883,9.988000000000001,8.81
8.77,8.08,10.11,16.14,7.23,20.4,55.8,1.3196,12.500000014204549,10.691823899371068,4.979817482515027,9.741512345679014,17.870730507868384,0.0,57.18633762517883,10.065999999999999,8.77
7.84,6.38,13.14,14.120000000000001,5.29,21.6,45.3,1.1533,11.647727329545456,8.49056603773585,4.979817482515027,9.741512345679014,17.870730507868384,4.285714285714286,57.18633762517883,9.354000000000001,7.84
8.06,6.75,12.700000000000001,14.14,5.28,23.1,39.4,1.0983,10.511363678977274,9.119496855345913,4.979817482515027,9.741512345679014,17.870730507868384,0.0,57.18633762517883,9.386000000000001,8.06
7.75,6.53,13.49,13.65,4.91,25.4,31.6,1.0058,9.659090994318182,10.062893081761006,4.979817482515027,9.741512345679014,17.870730507868384,0.0,57.18633762517883,9.266,7.75
7.73,6.76,13.31,13.74,4.89,26.6,29.0,0.9928,9.232954616477274,11.320754716981133,4.979817482515027,9.741512345679014,17.870730507868384,4.285714285714286,57.18633762517883,9.286,7.73
7.34,6.03,8.18,13.030000000000001,4.5,25.9,28.8,0.9475,9.232954616477274,15.723270440251573,4.979817482515027,9.741512345679014,17.870730507868384,10.714285714285715,57.18633762517883,7.816,7.34
7.57,6.3500000000000005,8.18,13.450000000000001,4.51,27.0,28.0,0.981,9.375000028409092,12.264150943396226,4.979817482515027,9.741512345679014,17.870730507868384,15.0,57.18633762517883,8.012,7.57
8.17,6.88,12.99,14.35,5.12,23.6,38.1,1.0917,9.37500002840909,14.150943396226415,4.979817482515027,9.741512345679014,17.870730507868384,0.0,57.18633762517883,9.501999999999999,8.17
8.15,7.2,12.25,14.18,5.25,25.9,32.0,1.0529,9.51704544034091,12.578616352201259,4.979817482515027,9.741512345679014,17.870730507868384,4.285714285714286,57.18633762517883,9.406,8.15
8.44,7.57,11.86,14.450000000000001,5.5600000000000005,26.3,31.5,1.0643,9.51704544034091,10.062893081761006,4.979817482515027,9.741512345679014,17.870730507868384,4.285714285714286,57.18633762517883,9.576,8.44
8.8,8.07,11.23,15.1,5.99,23.9,36.8,1.0774,9.51704544034091,10.691823899371068,4.979817482515027,10.030864197530864,18.089793454935624,4.285714285714286,57.887339055794,9.838000000000001,8.8
9.06,8.38,10.84,15.47,6.94,23.7,36.8,1.0609,9.51704544034091,6.918238993710694,4.979817482515027,10.030864197530864,18.089793454935624,0.0,57.887339055794,10.138,9.06
9.040000000000001,8.82,10.48,15.49,7.44,22.5,37.8,1.0157,9.51704544034091,3.459119496855347,4.979817482515027,10.030864197530864,18.089793454935624,0.0,57.887339055794,10.254,9.040000000000001
8.77,8.58,10.8,15.35,7.24,21.8,39.2,1.0115,9.375000028409092,3.459119496855347,4.979817482515027,10.030864197530864,18.089793454935624,2.142857142857143,57.887339055794,10.148,8.77
9.18,8.790000000000001,10.3,15.69,8.040000000000001,20.9,42.6,1.04,9.232954616477272,4.088050314465408,4.979817482515027,10.030864197530864,18.089793454935624,0.0,57.887339055794,10.4,9.18
9.3,9.14,9.91,16.31,8.620000000000001,20.0,45.6,1.0555,9.232954616477274,5.660377358490567,4.979817482515027,10.030864197530864,18.089793454935624,2.142857142857143,57.887339055794,10.656,9.3
8.700000000000001,8.58,10.61,15.57,8.11,19.3,47.9,1.059,9.232954616477272,11.949685534591195,4.979817482515027,10.030864197530864,18.089793454935624,2.142857142857143,57.887339055794,10.314,8.700000000000001
7.930000000000001,7.03,12.22,14.39,6.2700000000000005,18.7,49.0,1.0462,9.659090994318182,18.065217391304348,4.979817482515027,10.030864197530864,18.089793454935624,2.142857142857143,57.887339055794,9.568000000000001,7.930000000000001
7.6000000000000005,6.26,12.63,13.86,5.75,17.8,54.1,1.0938,10.227272869318185,18.065217391304348,4.979817482515027,10.030864197530864,18.089793454935624,4.285714285714286,57.887339055794,9.22,7.6000000000000005
7.33,5.88,12.81,13.94,5.89,18.6,52.7,1.1206,10.511363764204546,12.578616352201259,4.979817482515027,10.030864197530864,18.089793454935624,4.285714285714286,57.887339055794,9.17,7.33
7.26,5.91,12.63,13.86,5.79,17.2,57.9,1.127,10.79545465909091,16.352201257861633,4.979817482515027,10.030864197530864,18.089793454935624,4.285714285714286,57.887339055794,9.09,7.26
7.32,6.13,12.73,14.13,6.05,18.2,54.1,1.1155,11.079545553977272,16.037735849056602,4.979817482515027,10.030864197530864,18.089793454935624,4.285714285714286,57.887339055794,9.272,7.32
9.33,9.620000000000001,8.67,17.05,9.74,17.3,57.6,1.1289,11.363636448863636,20.195652173913043,4.979817482515027,10.030864197530864,18.089793454935624,0.0,60.58695652173913,10.882000000000001,9.620000000000001
10.61,11.620000000000001,7.7700000000000005,18.98,11.32,19.9,49.4,1.1354,11.789772826704548,24.81159420289855,4.979817482515027,10.030864197530864,18.089793454935624,0.0,74.43478260869566,12.06,11.32
12.01,14.280000000000001,6.640000000000001,22.490000000000002,13.780000000000001,21.7,44.2,1.1321,12.073863792613636,22.32608695652174,4.979817482515027,10.030864197530864,18.089793454935624,4.285714285714286,66.97826086956522,13.84,13.780000000000001
10.65,11.51,8.01,18.94,11.6,23.5,40.0,1.1386,12.215909289772728,23.39130434782609,4.979817482515027,10.030864197530864,18.089793454935624,0.0,70.17391304347827,12.142,11.51
10.75,12.22,7.74,19.43,12.13,28.4,29.7,1.1345,12.357954602272727,27.297101449275363,4.979817482515027,10.030864197530864,18.089793454935624,4.285714285714286,81.8913043478261,12.454,12.13
9.98,11.19,8.32,17.8,10.57,31.6,24.1,1.0994,12.500000085227272,17.71014492753623,4.979817482515027,10.030864197530864,18.089793454935624,0.0,57.887339055794,11.572000000000001,10.57
9.22,10.42,8.870000000000001,17.44,8.32,31.3,24.1,1.0816,12.500000085227272,14.77987421383648,4.979817482515027,10.030864197530864,18.089793454935624,2.142857142857143,57.887339055794,10.854000000000001,9.22
10.23,11.47,8.290000000000001,18.42,9.83,34.4,20.4,1.0857,12.500000085227272,15.40880503144654,4.979817482515027,10.030864197530864,18.089793454935624,0.0,57.887339055794,11.648,10.23
10.39,11.8,8.33,18.150000000000002,10.47,33.7,21.3,1.0988,12.500000085227272,17.71014492753623,4.979817482515027,10.030864197530864,18.089793454935624,2.142857142857143,57.887339055794,11.828,10.47
10.540000000000001,11.950000000000001,8.15,18.48,10.78,35.9,18.9,1.0999,13.210227357954546,28.007246376811594,4.979817482515027,10.030864197530864,18.089793454935624,0.0,84.02173913043478,11.98,10.78
10.22,11.55,8.71,18.400000000000002,9.790000000000001,34.3,19.4,1.0279,14.488636420454544,25.166666666666668,4.979817482515027,10.030864197530864,18.089793454935624,2.142857142857143,75.5,11.734000000000002,10.22
10.82,12.66,7.88,19.1,11.39,33.5,19.9,1.0112,15.34090900568182,21.971014492753625,4.979817482515027,10.030864197530864,18.089793454935624,2.142857142857143,65.91304347826087,12.370000000000001,11.39
10.56,12.68,7.86,18.96,11.11,30.5,24.2,1.0386,15.76704546875,21.61594202898551,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,64.84782608695653,12.234,11.11
12.43,15.24,6.47,22.81,14.700000000000001,30.3,26.2,1.1161,16.335227258522725,20.195652173913043,4.979817482515027,10.19620811287478,18.19932492846924,0.0,60.58695652173913,14.330000000000002,14.700000000000001
10.290000000000001,10.97,8.25,18.27,9.8,27.0,36.7,1.2898,16.761363551136363,17.71014492753623,4.979817482515027,10.19620811287478,18.19932492846924,0.0,58.23783977110158,11.516,10.290000000000001
10.040000000000001,10.11,8.67,17.54,8.93,24.6,41.9,1.2752,17.045454531249998,15.40880503144654,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,58.23783977110158,11.058,10.040000000000001
9.790000000000001,9.370000000000001,9.19,16.830000000000002,8.58,23.3,44.5,1.2566,17.18750001420454,13.522012578616353,4.979817482515027,10.19620811287478,18.19932492846924,0.0,58.23783977110158,10.752,9.370000000000001
9.72,9.19,9.34,16.68,9.040000000000001,22.4,46.9,1.2544,16.47727274147727,11.635220125786164,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,58.23783977110158,10.794,9.34
9.42,8.46,9.8,16.15,9.05,21.7,50.8,1.3019,15.198863678977272,11.635220125786164,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,58.23783977110158,10.575999999999999,9.42
8.25,7.2,11.290000000000001,15.11,6.78,21.0,51.9,1.2794,14.34659109375,12.578616352201259,4.979817482515027,10.19620811287478,18.19932492846924,0.0,58.23783977110158,9.726,8.25
7.8,6.21,12.77,14.52,5.86,20.5,54.3,1.2926,13.77840931818182,14.150943396226415,4.979817482515027,10.19620811287478,18.19932492846924,4.285714285714286,58.23783977110158,9.431999999999999,7.8
7.46,5.65,13.69,14.23,6.08,20.9,52.5,1.2852,13.21022752840909,14.150943396226415,4.979817482515027,10.19620811287478,18.19932492846924,4.285714285714286,58.23783977110158,9.422,7.46
7.34,5.38,8.18,14.0,5.14,21.0,53.1,1.3031,12.784091235795453,12.578616352201259,4.979817482515027,10.19620811287478,18.19932492846924,4.285714285714286,58.23783977110158,8.008,7.34
7.8500000000000005,6.4,12.65,14.67,5.88,19.6,57.1,1.2851,12.642045738636364,11.320754716981133,4.979817482515027,10.19620811287478,18.19932492846924,0.0,58.23783977110158,9.49,7.8500000000000005
9.46,9.31,9.17,17.45,8.84,18.2,62.3,1.2903,12.642045738636364,11.635220125786164,4.979817482515027,10.19620811287478,18.19932492846924,4.285714285714286,58.23783977110158,10.846,9.31
12.01,12.790000000000001,6.83,21.44,13.38,19.5,57.7,1.2966,12.500000255681815,11.0062893081761,4.979817482515027,10.19620811287478,18.19932492846924,4.285714285714286,58.23783977110158,13.290000000000001,12.790000000000001
13.77,9.23,5.25,14.562645979312647,17.080000000000002,21.6,51.7,1.313,12.215909289772728,9.433962264150944,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,58.23783977110158,11.97852919586253,13.77
13.46,14.81,6.0200000000000005,14.562645979312647,16.81,23.9,44.4,1.3029,11.789772826704548,9.119496855345913,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,58.23783977110158,13.132529195862531,14.562645979312647
12.3,12.68,6.98,20.490000000000002,15.09,28.1,35.2,1.312,11.363636363636363,9.433962264150944,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,58.23783977110158,13.508000000000001,12.68
11.6,12.08,7.28,19.25,13.3,31.4,28.6,1.298,11.221590880681818,10.377358490566037,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,58.23783977110158,12.702000000000002,12.08
11.46,11.71,7.61,19.02,11.38,33.7,25.5,1.3095,11.221590880681818,14.150943396226415,4.979817482515027,10.19620811287478,18.19932492846924,2.142857142857143,58.23783977110158,12.236,11.46
